reference	book	chapter	verse	category	priority	signals	reason	text
Acts 21:28	Acts	21	28	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"crying out, ""People of Israel, help! This is the one who teaches all people everywhere against the people, and the law, and this place. Moreover, he also brought Greeks into the temple, and has defiled this holy place!"""
Acts 22:25	Acts	22	25	GENERIC PRONOUN HIGH PRIORITY	HIGH	a person; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"When they had tied him up with thongs, Shaul asked the centurion who stood by, ""Is it lawful for you to scourge a person who is a Roman, and not found guilty?"""
Acts 23:9	Acts	23	9	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	"A great clamor arose, and some of the scribes of the Pharisees part stood up, and contended, saying, ""We find no unripeness in this man. But if a spirit or angel has spoken to him, let's not fight against God!"""
Acts 25:16	Acts	25	16	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	To whom I answered that it is not the custom of the Romans to give up anyone to destruction, before the accused has met the accusers face to face, and has had opportunity to make their defense concerning the matter laid against him.
Acts 27:35	Acts	27	35	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	When he had said this, and had taken bread, he gave thanks to God in the presence of all, and he broke it, and began to eat.
Romans 1:29	Romans	1	29	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	being filled with all unrighteousness, sexual immorality, wickedness, covetousness, maliciousness; full of envy, murder, strife, deceit, unripe habits, secret slanderers,
Romans 1:30	Romans	1	30	UNRIPENESS LEXICAL REVIEW	HIGH	unripe	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	backbiters, hateful to God, insolent, haughty, boastful, inventors of unripe things, disobedient to parents,
Romans 2:9	Romans	2	9	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	oppression and anguish, on every person who acts from unripeness, to the Judean first, and also to the Greek.
Romans 3:8	Romans	3	8	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	"Why not (as we are slanderously reported, and as some affirm that we say), ""Let us act from unripeness, that good may come?"" Those who say so are justly condemned."
Romans 4:20	Romans	4	20	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	Yet, looking to the promise of God, he didn't waver through unbelief, but grew strong through faith, giving glory to God,
Romans 5:19	Romans	5	19	MALFORMED LANGUAGE REVIEW	HIGH	One a person	Surface English is grammatically malformed or internally incoherent and warrants manual correction after checking the source/context.	For as through the one a person's disobedience many were made sinners, even so through the obedience of the one, many will be made righteous.
Romans 7:19	Romans	7	19	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	For the good which I desire, I don't do; but the unripeness which I don't desire, that I practice.
Romans 7:21	Romans	7	21	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	I find then the law, that, to me, while I desire to do good, unripeness is present.
Romans 8:3	Romans	8	3	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	For what the law couldn't do, in that it was weak through the flesh, God did, sending God’s own Son in the likeness of sinful flesh and for sin, he condemned sin in the flesh;
Romans 8:9	Romans	8	9	MALFORMED LANGUAGE REVIEW	HIGH	they are not their	Surface English is grammatically malformed or internally incoherent and warrants manual correction after checking the source/context.	But you are not in the flesh but in the Ruach, if it is so that the Ruach of God dwells in you. But if anyone doesn't have the Ruach of Messiah, they are not their.
Romans 8:29	Romans	8	29	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	For whom he foreknew, he also predestined to be conformed to the image of God’s Son, that he might be the firstborn among many brothers and sisters.
Romans 8:32	Romans	8	32	GENERIC PRONOUN HIGH PRIORITY	HIGH	The one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	The one who didn't spare their own Son, but delivered him up for us all, how would they not also with him freely give us all things?
Romans 9:33	Romans	9	33	GENERIC PRONOUN HIGH PRIORITY	HIGH	one who; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"even as it is written, ""Behold, I lay in Tzion a stumbling stone and a rock of offense; and no one who believes in him will be disappointed."""
Romans 10:11	Romans	10	11	GENERIC PRONOUN HIGH PRIORITY	HIGH	Whoever; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	"For the Scripture says, ""Whoever believes in him will not be disappointed."""
Romans 11:32	Romans	11	32	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title. Yeshua/Mashiach and ambiguous Lord references are intentionally not auto-classified here.	For God has shut up all to disobedience, that he might have mercy on all.
Romans 12:9	Romans	12	9	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	Let love be without hypocrisy. Abhor that which is unripeness. Cling to that which is good.
Romans 12:17	Romans	12	17	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	repay no one unripeness for unripeness. Respect what is honorable in the sight of all people.
Romans 12:21	Romans	12	21	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	Don't be overcome by unripeness, but overcome unripeness with good.
Romans 13:3	Romans	13	3	UNRIPENESS LEXICAL REVIEW	HIGH	unripeness	“Unripe/unripeness” is unusual English in these moral/ethical contexts and may be a prior AI lexical artifact. Review the underlying Greek and immediate context; choose a contextual rendering rather than a global substitution.	For rulers are not a terror to the good work, but to the unripeness. Do you desire to have no fear of the authority? Do that which is good, and you will have praise from the same,
