reference	book	chapter	verse	handledBook	category	priority	signals	reason	text
Deuteronomy 18:5	Deuteronomy	18	5	False	DIVINE-REFERENT REVIEW	HIGH	explicit-divine-subject	Conservative heuristic indicates a masculine English pronoun may refer to an unmistakably divine antecedent. Verify coreference; if divine, project method prefers repeating the established divine name/title.	For YHWH your God has chosen him out of all your tribes, to stand to minister in the name of YHWH, him and his sons for ever.
Deuteronomy 18:6	Deuteronomy	18	6	False	GENERIC PRONOUN REVIEW	REVIEW	a foreigner; he; his	A potentially generic antecedent is paired with masculine pronouns, but the referent may be a specific person. Context/source review required.	If a Levite comes from any of your gates out of all Israel, where he lives as a foreigner, and comes with all the desire of his soul to the place which YHWH shall choose;
Deuteronomy 18:19	Deuteronomy	18	19	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	whoever; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	It shall happen, that whoever will not listen to my words which they shall speak in my name, I will require it of him.
Deuteronomy 19:4	Deuteronomy	19	4	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	whoever; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	This is the case of the manslayer, that shall flee there and live: whoever kills their neighbor unawares, and didn't hate him in time past;
Deuteronomy 19:5	Deuteronomy	19	5	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	someone; he	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	as when someone goes into the forest with their neighbor to hew wood, and their hand fetches a stroke with the axe to cut down the tree, and the head slips from the handle, and lights on their neighbor, so that they die; he shall flee to one of these cities and live:
Deuteronomy 19:11	Deuteronomy	19	11	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	But if anyone hate their neighbor, and lie in wait for them, and rise up against him, and strike him mortally so that they die, and they flee into one of these cities;
Deuteronomy 19:16	Deuteronomy	19	16	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	anyone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	If an unrighteous witness rise up against anyone to testify against him of wrong-doing,
Deuteronomy 19:17	Deuteronomy	19	17	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	then both the men, between whom the controversy is, shall stand before YHWH, before the priests and the judges who shall be in those days;
Deuteronomy 19:19	Deuteronomy	19	19	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	then shall you do to him, as he had thought to do to his brother: so shall you put away the brokenness from the midst of you.
Deuteronomy 19:20	Deuteronomy	19	20	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	Those who remain shall hear, and fear, and shall henceforth commit no more any such brokenness in the midst of you.
Deuteronomy 20:5	Deuteronomy	20	5	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	The officers shall speak to the people, saying, What person is there who has built a new house, and has not dedicated it? let him go and return to his house, lest he die in the battle, and another man dedicate it.
Deuteronomy 20:6	Deuteronomy	20	6	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	What person is there who has planted a vineyard, and has not used the fruit of it? let him go and return to his house, lest he die in the battle, and another man use the fruit of it.
Deuteronomy 20:7	Deuteronomy	20	7	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	What person is there who has pledged to be married a wife, and has not taken her? let him go and return to his house, lest he die in the battle, and another man take her.
Deuteronomy 20:19	Deuteronomy	20	19	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	When you shall besiege a city a long time, in making war against it to take it, you shall not destroy the trees of it by wielding an axe against them; for you may eat of them, and you shall not cut them down; for is the tree of the field man, that it should be besieged of you?
Deuteronomy 21:3	Deuteronomy	21	3	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	and it shall be, that the city which is nearest to the slain man, even the elders of that city shall take a heifer of the herd, which hasn't been worked with, and which has not drawn in the yoke;
Deuteronomy 21:6	Deuteronomy	21	6	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	All the elders of that city, who are nearest to the slain man, shall wash their hands over the heifer whose neck was broken in the valley;
Deuteronomy 21:15	Deuteronomy	21	15	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	someone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	If someone have two wives, the one beloved, and the other hated, and they have borne him children, both the beloved and the hated; and if the firstborn son be hers who was hated;
Deuteronomy 21:18	Deuteronomy	21	18	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	someone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	If someone have a stubborn and rebellious son, who will not obey the voice of their father, or the voice of their mother, and, though they chasten him, will not listen to them;
Deuteronomy 21:21	Deuteronomy	21	21	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	All the men of his city shall stone him to death with stones: so shall you put away the brokenness from the midst of you; and all Israel shall hear, and fear.
Deuteronomy 21:21	Deuteronomy	21	21	False	MASCULINE TERM REVIEW	REVIEW	men	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	All the men of his city shall stone him to death with stones: so shall you put away the brokenness from the midst of you; and all Israel shall hear, and fear.
Deuteronomy 21:22	Deuteronomy	21	22	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	someone; him	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	If someone have committed a sin worthy of death, and they be put to death, and you hang him on a tree;
Deuteronomy 21:23	Deuteronomy	21	23	False	GENERIC PRONOUN HIGH PRIORITY	HIGH	the one who; him; his	A strongly generic English antecedent is paired with masculine pronouns; likely inclusive-language inconsistency.	his body shall not remain all night on the tree, but you shall surely bury him the same day; for the one who is hanged is accursed of Elohim; that you don't defile your land which YHWH your God gives you for an inheritance.
Deuteronomy 22:16	Deuteronomy	22	16	False	MASCULINE TERM REVIEW	REVIEW	man	Masculine English term present. Preserve if the referent is actually male; revise only if the Hebrew/context is generic.	and the young lady's father shall tell the elders, I gave my daughter to this man to wife, and he hates her;
Deuteronomy 22:21	Deuteronomy	22	21	False	BROKENNESS LEXICAL REVIEW	HIGH	brokenness	The English brokenness/broken wording may flatten distinct Hebrew senses such as harm, wrongdoing, calamity, trouble, wickedness, misfortune, or destruction. Requires source/context review.	then they shall bring out the young lady to the door of her father's house, and the men of her city shall stone her to death with stones, because she has done folly in Israel, to play the prostitute in her father's house: so shall you put away the brokenness from the midst of you.
